codeIataAirport,codeIcaoAirport,Country/Region,Province/State
YRG,CCZ2,Canada,Newfoundland and Labrador
YRI,CYRI,Canada,New Brunswick
YRJ,CYRJ,Canada,New Brunswick
YRL,CYRL,Canada,Manitoba
YRM,CYRM,Canada,Alberta
YRN,,Canada,British Columbia
YRO,CYRO,Canada,New Brunswick
YRQ,CYRQ,Canada,New Brunswick
YRR,,Canada,British Columbia
YRS,CYRS,Canada,Manitoba
YRT,CYRT,Canada,Manitoba
YRV,,Canada,Alberta
YSA,,Canada,Nova Scotia
YSB,CYSB,Canada,Ontario
YSC,CYSC,Canada,New Brunswick
YSD,,Canada,Saskatchewan
YSE,CWSK,Canada,Manitoba
YSF,CYSF,Canada,Saskatchewan
YSG,,Canada,Northwest Territories
YSH,CYSH,Canada,New Brunswick
YSI,,Canada,Ontario
YSJ,CYSJ,Canada,New Brunswick
YSK,CYSK,Canada,Quebec
YSL,CYSL,Canada,New Brunswick
YSM,CYSM,Canada,Alberta
YSN,CZAM,Canada,British Columbia
YSO,CCD4,Canada,Newfoundland and Labrador
YSP,CYSP,Canada,Ontario
YSQ,,Canada,Newfoundland and Labrador
YSS,,Canada,Grand Princess
YST,CYST,Canada,Manitoba
YSU,CYSU,Canada,Newfoundland and Labrador
YSX,,Canada,British Columbia
YSY,CYSY,Canada,Northwest Territories
YSZ,,Canada,British Columbia
YTA,CYTA,Canada,Quebec
YTB,,Canada,British Columbia
YTC,,Canada,Alberta
YTD,CZLQ,Canada,Manitoba
YTE,CYTE,Canada,Quebec
YTF,CYTF,Canada,New Brunswick
YTG,,Canada,British Columbia
YTH,CYTH,Canada,Manitoba
YTI,,Canada,Grand Princess
YTK,,Canada,Quebec
YTL,CYTL,Canada,Ontario
YTM,CYFJ,Canada,New Brunswick
YTN,,Canada,Prince Edward Island
YTP,,Canada,British Columbia
YTQ,CYTQ,Canada,Quebec
YTR,CYTR,Canada,New Brunswick
YTS,CYTS,Canada,Ontario
YTT,,Canada,Saskatchewan
YTX,,Canada,Yukon
YTY,ZSYA,China,Jiangsu
YTZ,CYTZ,Canada,Ontario
YUA,,China,Yunnan
YUB,CYUB,Canada,Yukon
YUD,CYMU,Canada,Quebec
YUE,YYND,Australia,Northern Territory
YUL,CYUL,Canada,New Brunswick
YUS,ZLYS,China,Qinghai
YUT,CYUT,Canada,Manitoba
YUX,CYUX,Canada,Quebec
YUY,CYUY,Canada,Ontario
YVB,CYVB,Canada,New Brunswick
YVC,CYVC,Canada,Saskatchewan
YVD,,Papua New Guinea,
YVE,CYVK,Canada,British Columbia
YVG,CYVG,Canada,Saskatchewan
YVH,,Norway,
YVK,,Norway,
YVM,CYVM,Canada,Newfoundland and Labrador
YVN,,Canada,Newfoundland and Labrador
YVO,CYVO,Canada,Quebec
YVP,CYVP,Canada,Quebec
YVQ,CYVQ,Canada,Northwest Territories
YVR,CYVR,Canada,British Columbia
YVS,,Norway,
YVT,CYVT,Canada,Saskatchewan
YVV,CYVV,Canada,Ontario
YVZ,CYVZ,Canada,Manitoba
YWA,CYWA,Canada,Quebec
YWB,CYKG,Canada,Quebec
YWF,,Canada,Nova Scotia
YWG,CYWG,Canada,Manitoba
YWH,CYWH,Canada,British Columbia
YWJ,CYWJ,Canada,Northwest Territories
YWK,CYWK,Canada,Quebec
YWL,CYWL,Canada,British Columbia
YWM,CCA6,Canada,Newfoundland and Labrador
YWP,CYWP,Canada,Ontario
YWQ,,Canada,Quebec
YWR,,Canada,Ontario
YWS,,Canada,British Columbia
YWY,CYWY,Canada,Northwest Territories
YXC,CYXC,Canada,Alberta
YXE,CYXE,Canada,Saskatchewan
YXF,,Canada,Northwest Territories
YXH,CYXH,Canada,Saskatchewan
YXJ,CYXJ,Canada,Alberta
YXK,CYXK,Canada,New Brunswick
YXL,CYXL,Canada,Ontario
YXN,CYXN,Canada,Manitoba
YXP,CYXP,Canada,Newfoundland and Labrador
YXQ,CYXQ,Canada,Yukon
YXR,CYXR,Canada,Ontario
YXS,CYXS,Canada,Alberta
YXT,CYXT,Canada,British Columbia
YXU,CYXU,Canada,Ontario
YXX,CYXX,Canada,British Columbia
YXY,CYXY,Canada,Yukon
YXZ,CYXZ,Canada,Ontario
YYA,,Canada,British Columbia
YYB,CYYB,Canada,Ontario
YYC,CYYC,Canada,Alberta
YYD,CYYD,Canada,British Columbia
YYE,CYYE,Canada,Alberta
YYF,CYYF,Canada,British Columbia
YYG,CYYG,Canada,Prince Edward Island
YYH,CYYH,Canada,Northwest Territories
YYJ,CYYJ,Canada,British Columbia
YYL,CYYL,Canada,Manitoba
YYM,CYYM,Canada,Alberta
YYN,CYYN,Canada,Saskatchewan
YYQ,CYYQ,Canada,Manitoba
YYR,CYYR,Canada,Newfoundland and Labrador
YYT,CYYT,Canada,Newfoundland and Labrador
YYU,CYYU,Canada,Ontario
YYW,CYYW,Canada,Ontario
YYY,CYYY,Canada,New Brunswick
YYZ,CYYZ,Canada,Ontario
YZA,,Canada,British Columbia
YZC,,Canada,Alberta
YZE,CYZE,Canada,Ontario
YZF,CYZF,Canada,Northwest Territories
YZG,CYZG,Canada,Quebec
YZH,CYZH,Canada,Alberta
YZM,,Canada,Newfoundland and Labrador
YZP,CYZP,Canada,British Columbia
YZR,CYZR,Canada,Ontario
YZS,CYZS,Canada,Quebec
YZT,CYZT,Canada,British Columbia
YZU,CYZU,Canada,Alberta
YZV,CYZV,Canada,New Brunswick
YZW,CYZW,Canada,Yukon
YZX,CYZX,Canada,British Columbia
YZY,,China,Gansu
YZZ,CAD4,Canada,British Columbia
ZAC,CZAC,Canada,Manitoba
ZAD,LDZD,Croatia,
ZAF,,France,
ZAG,LDZA,Croatia,
ZAH,OIZH,Iran,
ZAJ,OAZJ,Afghanistan,
ZAK,,Italy,
ZAM,RPMZ,Philippines,
ZAO,LFCC,France,
ZAP,,Switzerland,
ZAQ,,Germany,
ZAR,DNZA,Nigeria,
ZAS,,China,Xinjiang
ZAT,ZPZT,China,Guizhou
ZAU,,Germany,
ZAW,,Denmark,
ZAX,,China,Xinjiang
ZAY,,Belgium,
ZAZ,LEZG,Spain,
ZBA,,Switzerland,
ZBB,,Denmark,
ZBC,,United Kingdom,
ZBD,,China,Jiangxi
ZBF,CZBF,Canada,New Brunswick
ZBH,,France,
ZBJ,,Denmark,
ZBK,,Montenegro,
ZBL,,Australia,Queensland
ZBM,CZBM,Canada,New Brunswick
ZBN,,Italy,
ZBO,YBWN,Australia,Queensland
ZBQ,,Denmark,
ZBR,OIZC,Iran,
ZBT,,Denmark,
ZBU,,Denmark,
ZBY,VLSB,Laos,
ZBZ,,China,Xinjiang
ZCA,,China,Xinjiang
ZCB,,Germany,
ZCC,,Germany,
ZCL,MMZC,Mexico,
ZCP,,China,Guangdong
ZDA,,Switzerland,
ZDB,,Switzerland,
ZDC,,Switzerland,
ZDD,,Switzerland,
ZDE,,Switzerland,
ZDG,,Switzerland,
ZDH,,Switzerland,
ZDI,,Switzerland,
ZDJ,,Switzerland,
ZDK,,Switzerland,
ZDL,,Switzerland,
ZDO,,Switzerland,
ZDP,,Switzerland,
ZDQ,,Switzerland,
ZDR,,Switzerland,
ZDS,,Switzerland,
ZDT,,Switzerland,
ZDU,,United Kingdom,
ZDV,,Switzerland,
ZDW,,Switzerland,
ZDX,,Switzerland,
ZDZ,,Switzerland,
ZEC,FASC,South Africa,
ZEE,,Germany,
ZEF,,China,Heilongjiang
ZEG,,Indonesia,
ZEI,,Germany,
ZEJ,,Germany,
ZEL,CYJQ,Canada,British Columbia
ZEM,CZEM,Canada,Quebec
ZEN,,Papua New Guinea,
ZEP,,United Kingdom,Channel Islands
ZEQ,,United Kingdom,Isle of Man
ZER,VEZO,India,
ZEU,,Germany,
ZEX,,Germany,
ZEY,,Germany,
ZFA,CZFA,Canada,Yukon
ZFB,,Canada,Newfoundland and Labrador
ZFC,,United Kingdom,Isle of Man
ZFD,CZFD,Canada,Saskatchewan
ZFG,,United Kingdom,Isle of Man
ZFH,,United Kingdom,Gibraltar
ZFI,,United Kingdom,Isle of Man
ZFJ,,France,
ZFK,,Denmark,
ZFL,,Canada,Manitoba
ZFM,CZFM,Canada,Yukon
ZFN,CZFN,Canada,Northwest Territories
ZFQ,,France,
ZFR,,Germany,
ZFU,,Brazil,
ZFW,,Canada,Alberta
ZFX,,Poland,
ZFY,,Poland,
ZGA,,Germany,
ZGB,,United Kingdom,
ZGE,,Germany,
ZGF,CZGF,Canada,British Columbia
ZGH,,Denmark,
ZGI,CZGI,Canada,Manitoba
ZGJ,,Belgium,
ZGL,YSGW,Australia,South Australia
ZGM,,Zambia,
ZGN,ZGNN,China,Guangxi
ZGO,,Germany,
ZGR,CZGR,Canada,Manitoba
ZGS,,Canada,Newfoundland and Labrador
ZGW,,Germany,
ZGX,,Denmark,
ZGY,,Malaysia,
ZHA,ZGZJ,China,Hainan
ZHB,,Switzerland,
ZHD,,Switzerland,
ZHE,,Switzerland,
ZHF,,Switzerland,
ZHG,,Switzerland,
ZHH,,Switzerland,
ZHI,,Switzerland,
ZHJ,,Switzerland,
ZHK,,Switzerland,
ZHL,,Switzerland,
ZHM,VGSH,Bangladesh,
ZHN,,Switzerland,
ZHO,,Canada,British Columbia
ZHP,CZHP,Canada,Alberta
ZHR,,Switzerland,
ZHS,,Switzerland,
ZHT,,Switzerland,
ZHU,,Switzerland,
ZHV,,Switzerland,
ZHW,,Switzerland,
ZHY,ZLZW,China,Ningxia
ZHZ,,Germany,
ZIB,,Denmark,
ZID,,Denmark,
ZIE,,Italy,
ZIF,,Canada,New Brunswick
ZIG,GOGG,Senegal,
ZIH,MMZH,Mexico,
ZII,,Australia,South Australia
ZIJ,,Denmark,
ZIL,,Denmark,
ZIM,,Denmark,
ZIO,,Germany,
ZIP,,Italy,
ZIQ,,Italy,
ZIR,,Denmark,
ZIT,,Germany,
ZIU,,China,Macau
ZIV,,United Kingdom,
ZIY,,China,Xinjiang
ZIZ,,Pakistan,
ZJA,,Switzerland,
ZJB,,Malaysia,
ZJC,,Switzerland,
ZJD,,Switzerland,
ZJE,,Italy,
ZJG,CZJG,Canada,Manitoba
ZJH,,Denmark,
ZJJ,,Italy,
ZJL,,Switzerland,
ZJM,,Switzerland,
ZJN,CZJN,Canada,Manitoba
ZJP,,Switzerland,
ZJQ,,Switzerland,
ZJR,,Malaysia,
ZJS,,Germany,
ZJT,,Malaysia,
ZJU,,Switzerland,
ZJV,,Switzerland,
ZJW,,Switzerland,
ZJX,,Italy,
ZJY,,Italy,
ZJZ,,Switzerland,
ZKA,,Switzerland,
ZKB,FLKY,Zambia,
ZKC,,Switzerland,
ZKD,,Russia,
ZKE,CZKE,Canada,Ontario
ZKF,,Switzerland,
ZKG,CTK6,Canada,Newfoundland and Labrador
ZKH,,Switzerland,
ZKI,,Switzerland,
ZKJ,,Switzerland,
ZKK,,Switzerland,
ZKL,,Indonesia,
ZKM,FOOS,Gabon,
ZKN,,Denmark,
ZKO,,Switzerland,
ZKS,,Switzerland,
ZKU,,Switzerland,
ZKV,,Switzerland,
ZKW,,Switzerland,
ZKX,,Switzerland,
ZKY,,Switzerland,
ZKZ,,Switzerland,
ZLA,,Switzerland,
ZLB,,Switzerland,
ZLC,,Switzerland,
ZLD,,Switzerland,
ZLE,,Switzerland,
ZLF,,Switzerland,
ZLH,,Switzerland,
ZLI,,Switzerland,
ZLJ,,Switzerland,
ZLK,,Russia,
ZLL,,Switzerland,
ZLM,,Switzerland,
ZLN,,France,
ZLO,MMZO,Mexico,
ZLP,,Switzerland,
ZLQ,,Switzerland,
ZLS,,United Kingdom,Channel Islands
ZLT,CTU5,Canada,Newfoundland and Labrador
ZLU,,Germany,
ZLV,,Finland,
ZLW,,Malaysia,
ZLZ,,United Kingdom,
ZMA,,United Kingdom,Isle of Man
ZMB,,Germany,
ZMC,,Poland,
ZMD,,Brazil,
ZMF,,Italy,
ZMH,CZML,Canada,British Columbia
ZMI,,Italy,
ZMJ,,Italy,
ZMK,,Malaysia,
ZMM,,Mexico,
ZMO,,Italy,
ZMP,,United Kingdom,Isle of Man
ZMQ,,Norway,
ZMR,,Italy,
ZMS,,Italy,
ZMT,CZMT,Canada,British Columbia
ZMU,,Germany,
ZMW,,Denmark,
ZMX,,Norway,
ZMY,,China,Anhui
ZMZ,,Norway,
ZNA,CAC8,Canada,British Columbia
ZNB,,Germany,
ZND,DRZR,Niger,
ZNE,YNWM,Australia,Western Australia
ZNG,CZNG,Canada,Manitoba
ZNQ,,Germany,
ZNU,,Canada,British Columbia
ZNV,,Germany,
ZNW,,Germany,
ZNZ,HTZA,Tanzania,
ZOF,,Canada,British Columbia
ZOG,,Germany,
ZOM,,Germany,
ZOO,,Germany,
ZOY,,Germany,
ZPA,,Germany,
ZPB,CZPB,Canada,Manitoba
ZPD,,Germany,
ZPE,,Germany,
ZPF,,Germany,
ZPL,,Germany,
ZPM,,Germany,
ZPO,CZPO,Canada,Saskatchewan
ZPY,,Germany,
ZQF,,Germany,
ZQN,NZQN,New Zealand,
ZQS,,Canada,British Columbia
ZQU,,Germany,
ZQV,,Germany,
ZQY,,Germany,
ZQZ,,China,Beijing
ZRB,,Germany,
ZRC,,Spain,
ZRG,,Slovakia,
ZRH,LSZH,Switzerland,
ZRI,,Indonesia,
ZRJ,CZRJ,Canada,Ontario
ZRM,,Indonesia,
ZRN,,Switzerland,
ZRO,,Italy,
ZRR,,Italy,
ZRS,,Austria,
ZRW,,Germany,
ZRX,,Germany,
ZRY,,Denmark,
ZSA,MYSM,Bahamas,
ZSB,,Austria,
ZSC,,Germany,
ZSD,,Germany,
ZSE,KZSE,France,Reunion
ZSG,,Germany,
ZSI,,Germany,
ZSJ,CZSJ,Canada,Manitoba
ZSK,,Germany,
ZSL,,Ireland,
ZSN,,Germany,
ZSO,,Germany,
ZSP,,Canada,New Brunswick
ZSQ,,Germany,
ZSR,,Germany,
ZST,CZST,Canada,British Columbia
ZSU,,Germany,
ZSW,CZSW,Canada,British Columbia
ZSX,,Germany,
ZSZ,,Namibia,
ZTA,NTGY,France,French Polynesia
ZTB,CTB6,Canada,Newfoundland and Labrador
ZTC,,Italy,
ZTG,,Denmark,
ZTH,LGZA,Greece,
ZTI,,China,Guangdong
ZTK,,Switzerland,
ZTM,CZTM,Canada,Manitoba
ZTR,UKKV,Ukraine,
ZTS,,Canada,British Columbia
ZTT,,Germany,
ZTU,UBBY,Azerbaijan,
ZTW,,China,Hong Kong
ZTZ,,Germany,
ZUC,CZUC,Canada,Ontario
ZUH,ZGUH,China,Macau
ZUI,,China,Macau
ZUL,OEZL,Saudi Arabia,
ZUM,CZUM,Canada,Newfoundland and Labrador
ZVA,,Madagascar,
ZVB,,Norway,
ZVD,,Norway,
ZVG,,Australia,Northern Territory
ZVH,,United Arab Emirates,
ZVJ,,United Arab Emirates,
ZVK,VLSK,Laos,
ZVM,,Germany,
ZVR,,Germany,
ZWA,FMND,Madagascar,
ZWC,,Norway,
ZWD,,Germany,
ZWE,,Belgium,
ZWH,,Namibia,
ZWJ,,Norway,
ZWL,CZWL,Canada,Manitoba
ZWM,,Germany,
ZWN,,Germany,
ZWR,,Malaysia,
ZWS,,Germany,
ZWT,,Germany,
ZXA,,United Kingdom,
ZXE,,United Kingdom,
ZXM,,Norway,
ZXO,,Norway,
ZXP,,United Kingdom,
ZXT,,Azerbaijan,
ZXU,,Norway,
ZXX,,Norway,
ZXY,,Netherlands,
ZXZ,,United Arab Emirates,
ZYA,,Netherlands,
ZYD,,Portugal,
ZYE,,Netherlands,
ZYF,,Portugal,
ZYG,,Norway,
ZYH,,Netherlands,
ZYI,ZUZY,China,Guizhou
ZYJ,,Portugal,
ZYK,,China,Xinjiang
ZYL,VGSY,Bangladesh,
ZYM,,Netherlands,
ZYN,,France,
ZYO,,Netherlands,
ZYR,,Belgium,
ZYS,,Norway,
ZYT,,Netherlands,
ZYU,,Netherlands,
ZYV,,Norway,
ZYW,,Norway,
ZYX,,China,Hong Kong
ZYY,,Norway,
ZYZ,,Belgium,
ZZN,,Norway,
ZZO,,Russia,
ZZU,FWUU,Malawi,
