codeIataAirport,County,Province/State,Country/Region,LatAirport,LongAirport
BDS,,,Italy,40.657993,17.939053
BDT,,,Congo (Kinshasa),4.083333,22.45
BDU,,,Norway,69.056114,18.54
BDV,,,Congo (Kinshasa),-7.0,29.8
BDW,,Northern Territory,Australia,-17.3,127.46667
BDX,Powder River,Montana,US,45.466667,-105.36667
BDY,Coos,Oregon,US,43.11667,-124.416664
BDZ,,,Papua New Guinea,-6.333333,146.95
BEB,,,United Kingdom,57.473415,-7.376028
BEC,Sedgwick,Kansas,US,37.683334,-97.333336
BED,Middlesex,Massachusetts,US,42.470833,-71.29
BEE,,Northern Territory,Australia,-16.966667,122.666664
BEF,,,Nicaragua,11.996944,-83.76861
BEG,,,Serbia,44.819443,20.306944
BEH,Berrien,Michigan,US,42.127777,-86.42833
BEI,,,Ethiopia,9.391667,34.533333
BEJ,,,Indonesia,2.166667,117.7
BEK,,,India,26.216667,81.23333
BEL,,,Brazil,-1.389865,-48.480003
BEN,,,Libya,32.085423,20.26489
BEO,,New South Wales,Australia,-33.033333,151.66667
BEP,,,India,15.183333,76.9
BEQ,,Channel Islands,United Kingdom,52.35,0.766667
BES,,,France,48.445374,-4.415827
BET,Bethel,Alaska,US,60.784443,-161.83139
BEU,,South Australia,Australia,-24.23,139.445
BEV,,,Israel,31.25,34.8
BEW,,,Mozambique,-19.798805,34.90192
BEX,,Channel Islands,United Kingdom,51.63333,-1.083333
BEY,,,Lebanon,33.826073,35.49308
BFA,,,Paraguay,-20.232779,-58.170277
BFB,Kodiak Island,Alaska,US,58.183334,-152.13333
BFC,,Queensland,Australia,-15.9,145.33333
BFD,McKean,Pennsylvania,US,41.802223,-78.63944
BFE,,,Germany,52.016666,8.55
BFF,Scotts Bluff,Nebraska,US,41.87528,-103.60111
BFG,Southwest Utah,Utah,US,37.545834,-110.71333
BFH,,,Brazil,-25.4025,-49.23389
BFI,Kitsap,Washington,US,47.5371,-122.3037
BFK,Denver,Colorado,US,39.733334,-104.86667
BFL,Kern,California,US,35.429626,-119.04533
BFM,Mobile,Alabama,US,30.683332,-88.23333
BFN,,,South Africa,-29.095854,26.297516
BFO,,,Zimbabwe,-21.009167,31.579166
BFP,Beaver,Pennsylvania,US,40.766666,-80.4
BFQ,,,Panama,7.583333,-78.166664
BFR,Lawrence,Indiana,US,38.86667,-86.48333
BFS,,Isle of Man,United Kingdom,54.662395,-6.217616
BFT,Beaufort,South Carolina,US,32.41083,-80.635
BFU,,Anhui,China,32.95,117.333336
BFV,,,Thailand,15.226944,103.25528
BFW,,,Algeria,35.171665,-0.589444
BFX,,,Cameroon,5.483333,10.4
BGA,,,Colombia,7.128045,-73.1814
BGB,,,Gabon,-0.106667,11.938889
BGC,,,Portugal,41.816666,-6.75
BGD,Hutchinson,Texas,US,35.65,-101.4
BGE,Decatur,Georgia,US,30.916668,-84.583336
BGF,,,Central African Republic,4.396111,18.520279
BGG,,,Turkey,6.7,-4.25
BGH,,,Mauritania,16.633333,-14.2
BGI,,,Barbados,13.080732,-59.487835
BGJ,,,Iceland,66.0,-14.5
BGK,,,Belize,16.516666,-88.4
BGL,,,Nepal,28.215279,83.683334
BGM,Broome,New York,US,42.208534,-75.98294
BGO,,,Norway,60.289062,5.228169
BGP,,,Gabon,-1.65,13.433333
BGQ,Reagan,Texas,US,31.2,-101.46667
BGR,Hancock,Maine,US,44.812298,-68.82102
BGS,Howard,Texas,US,32.385555,-101.48333
BGT,Yavapai,Arizona,US,34.566666,-113.183334
BGU,,,Central African Republic,4.786667,22.784445
BGV,,,Brazil,-29.166668,-51.516666
BGW,,,Iraq,33.255554,44.225
BGX,,,Brazil,-31.398611,-54.1125
BGY,,,Italy,45.665314,9.698713
BGZ,,,Portugal,41.55,-8.433333
BHA,,,Ecuador,-0.6,-80.416664
BHB,Hancock,Maine,US,44.44889,-68.361664
BHC,,,Pakistan,33.925,73.433334
BHD,,Isle of Man,United Kingdom,54.61452,-5.870215
BHE,,,New Zealand,-41.513588,173.86765
BHF,,,Colombia,6.716667,-77.51667
BHG,,,Honduras,15.734722,-84.543335
BHH,,,Saudi Arabia,19.994509,42.618484
BHI,,,Argentina,-38.730556,-62.150555
BHJ,,,India,23.2875,69.670555
BHK,,,Uzbekistan,39.76037,64.47479
BHL,,,Mexico,28.95,-113.55
BHM,Jefferson,Alabama,US,33.560833,-86.75219
BHN,,,Yemen,14.783333,45.733334
BHO,,,India,23.284761,77.34177
BHP,,,Nepal,27.183332,87.05
BHQ,,South Australia,Australia,-31.998983,141.46857
BHR,,,Nepal,27.67639,84.4325
BHS,,New South Wales,Australia,-33.41387,149.65518
BHT,,Queensland,Australia,-23.366667,141.56667
BHU,,,India,21.755,72.18444
BHV,,,Pakistan,29.4,71.683334
BHW,,,Pakistan,32.166668,72.666664
BHX,,Isle of Man,United Kingdom,52.45252,-1.733256
BHY,,Guangxi,China,21.540333,109.28785
BIA,,,France,42.547615,9.480124
BIB,,,Somalia,3.066667,43.63333
BIC,Bristol Bay,Alaska,US,58.3,-157.51666
BID,Washington,Rhode Island,US,41.169434,-71.57961
BIE,Gage,Nebraska,US,40.3,-96.75
BIF,El Paso,Texas,US,31.75,-106.48333
BIG,Fairbanks North Star,Alaska,US,64.06778,-145.73277
BIH,Mono,California,US,37.373333,-118.365
BIK,,,Indonesia,-1.191919,136.10582
BIL,Yellowstone,Montana,US,45.803417,-108.53723
BIM,,,Bahamas,25.7,-79.28333
BIN,,,Afghanistan,34.80417,67.82361
BIO,,,Spain,43.305534,-2.905808
BIP,,Northern Territory,Australia,-16.15,143.75
BIQ,,,France,43.472416,-1.531242
BIR,,,Nepal,26.434723,87.28333
BIS,Burleigh,North Dakota,US,46.77448,-100.75821
BIT,,,Nepal,29.0,80.5
BIU,,,Iceland,65.833336,-23.983334
BIV,,,Central African Republic,6.533333,21.983334
BIW,,Northern Territory,Australia,-19.566668,127.166664
BIX,Harrison,Mississippi,US,30.4,-88.88333
BIY,,,South Africa,-35.88333,27.283333
BJA,,,Algeria,36.75,5.083333
BJB,,,Iran,37.48972,57.30885
BJC,Broomfield,Colorado,US,39.933334,-105.066666
BJD,,,Iceland,66.066666,-14.75
BJE,,,Sudan,11.21,28.52
BJF,,,Norway,70.6,29.666668
BJG,,,Indonesia,-0.95,122.1
BJH,,,Nepal,29.55,81.25
BJI,Clearwater,Minnesota,US,47.509724,-94.93472
BJJ,Wayne,Ohio,US,40.8,-81.933334
BJK,,,Indonesia,-6.083333,134.25
BJL,,,Gambia,13.34406,-16.6522
BJM,,,Burundi,-3.383333,29.366667
BJN,,,Mozambique,-17.183332,38.083332
BJO,,,Bolivia,-22.866667,-64.333336
BJP,,,Brazil,-22.95,-46.566666
BJQ,,,Oman,19.875,56.0619
BJR,,,Ethiopia,11.603292,37.32324
BJT,,,Sri Lanka,6.483333,79.98333
BJU,,,Nepal,29.366667,81.333336
BJV,,,Turkey,37.243954,27.672781
BJW,,,Indonesia,-8.766667,120.98333
BJX,,,Mexico,20.985699,-101.479
BJY,,,Serbia,44.93528,20.2575
BJZ,,,Spain,38.891666,-6.82
BKB,,,India,28.016666,73.3
BKC,Northwest Arctic,Alaska,US,65.97889,-161.12666
BKD,Stephens,Texas,US,32.75,-98.9
BKE,Baker,Oregon,US,44.838333,-117.81
BKF,Lake and Peninsula,Alaska,US,58.6,-156.23334
BKG,Taney,Missouri,US,36.53208,-93.20055
BKH,Kauai,Hawaii,US,21.966667,-159.71666
BKI,,,Malaysia,5.923961,116.05075
BKJ,,,Guinea,10.966667,-14.283333
BKK,,,Thailand,13.693062,100.752045
BKL,Cuyahoga,Ohio,US,41.516945,-81.683334
BKM,,,Malaysia,3.966667,115.61667
BKO,,,Mali,12.540926,-7.947951
BKP,,Northern Territory,Australia,-20.5,138.5
BKQ,,Queensland,Australia,-24.434168,145.42833
BKR,,,Chad,12.416667,17.233334
BKS,,,Indonesia,-3.866159,102.34349
BKT,Nottoway,Virginia,US,37.066666,-78.0
BKU,,,Madagascar,-23.732222,44.39111
BKW,Raleigh,West Virginia,US,37.781944,-81.12417
BKX,Brookings,South Dakota,US,44.303333,-96.81111
BKY,,,Congo (Kinshasa),-2.3,28.816668
BKZ,,,Tanzania,-1.3,31.8
BLA,,,Venezuela,10.107936,-64.68589
BLB,,,Panama,8.973056,-79.5575
BLC,,,Cameroon,5.897222,10.031667
BLD,Clark,Nevada,US,35.983334,-114.833336
BLE,,,Sweden,60.42973,15.50826
BLF,Mercer,West Virginia,US,37.295834,-81.20805
BLG,,,Malaysia,2.7,113.78333
BLH,La Paz,Arizona,US,33.620834,-114.71889
BLI,San Juan,Washington,US,48.795734,-122.53267
BLJ,,,Algeria,35.566666,6.183333
BLK,,Isle of Man,United Kingdom,53.778385,-3.041985
BLL,,,Denmark,55.747383,9.147874
BLM,Monmouth,New Jersey,US,40.183334,-74.01667
BLN,,Victoria,Australia,-36.55,145.98334
BLO,,,Iceland,65.666664,-20.3
BLP,,,Peru,-16.583332,-69.416664
BLQ,,,Italy,44.529266,11.293289
BLR,,,India,13.198889,77.70556
BLS,,Queensland,Australia,-28.05,147.48334
BLT,,Queensland,Australia,-23.602184,148.8084
BLU,Nevada,California,US,39.25,-120.71667
BLV,Madison,Illinois,US,38.65178,-89.85183
BLX,,,Italy,46.15,12.216667
BLY,,,Ireland,54.233334,-10.0
BLZ,,,Malawi,-15.674722,34.970833
BMA,,,Sweden,59.35566,17.94608
BMB,,,Congo (Kinshasa),2.19,22.473333
BMC,Cache,Utah,US,41.549168,-112.062225
BMD,,,Madagascar,-20.733334,44.05
BME,,Northern Territory,Australia,-17.95264,122.23429
BMF,,,Central African Republic,5.733333,22.8
BMG,Monroe,Indiana,US,39.14,-86.61472
BMH,,,Papua New Guinea,-6.416667,144.58333
BMI,McLean,Illinois,US,40.48401,-88.91483
BMJ,,,Guyana,6.75,-60.0
BMK,,,Germany,53.6,6.7
BML,Coos,New Hampshire,US,44.574722,-71.17639
BMM,,,Gabon,2.075833,11.490833
BMN,,,Iraq,37.1,43.266666
BMO,,,Burma,24.27389,97.25166
BMP,,Queensland,Australia,-20.783333,149.23334
BMQ,,,Kenya,-4.5,39.833332
BMR,,,Germany,53.716667,7.4
BMS,,,Brazil,-14.233333,-41.63333
BMT,Orange,Texas,US,30.083332,-94.1
BMU,,,Indonesia,-8.5,118.916664
BMV,,,Vietnam,12.666667,108.05
BMW,,,Algeria,21.316668,1.033333
BMX,Lake and Peninsula,Alaska,US,59.361942,-155.25667
BMY,,New Caledonia,France,-19.75,163.66667
BMZ,,,Papua New Guinea,-7.833333,143.23334
BNA,Davidson,Tennessee,US,36.13174,-86.668945
BNB,,,Congo (Kinshasa),-0.233056,20.87
BNC,,,Congo (Kinshasa),0.566667,29.466667
BND,,,Iran,27.21059,56.368385
BNE,,Queensland,Australia,-27.40303,153.10905
BNF,Sitka,Alaska,US,57.0,-135.0
BNG,Riverside,California,US,33.933334,-116.86667
BNH,Hartford,Connecticut,US,41.766666,-72.683334
BNI,,,Nigeria,6.316943,5.603863
BNK,,Queensland,Australia,-28.837606,153.5564
BNL,Barnwell,South Carolina,US,33.25,-81.38333
BNM,,,Papua New Guinea,-9.116667,147.61667
BNN,,,Norway,65.4617,12.215772
BNO,Harney,Oregon,US,43.583332,-118.95
BNP,,,Pakistan,33.0,70.666664
BNR,,,Burkina Faso,10.666667,-4.666667
BNS,,,Venezuela,8.618056,-70.22111
BNT,,,Papua New Guinea,-5.75,145.45
BNU,,,Brazil,-27.0,-49.0
BNW,Boone,Iowa,US,42.066666,-93.88333
BNX,,,Bosnia and Herzegovina,44.933334,17.3
BOA,,,Congo (Kinshasa),-5.866667,13.066667
BOB,,French Polynesia,France,-16.446207,-151.75447
BOC,,,Panama,9.34,-82.251945
BOD,,,France,44.83102,-0.70217
BOE,,,Congo (Brazzaville),-1.033333,15.383333
BOF,District of Columbia,District of Columbia,US,38.9,-77.03333
BOG,,,Colombia,4.698602,-74.143135
BOH,,Channel Islands,United Kingdom,50.77827,-1.832476
BOI,Ada,Idaho,US,43.569263,-116.22193
BOJ,,,Bulgaria,42.416668,27.283333
BOK,Curry,Oregon,US,42.05,-124.28333
BOL,,Isle of Man,United Kingdom,55.0,-7.0
BOM,,,India,19.095509,72.87497
BON,,"Bonaire, Sint Eustatius and Saba",Netherlands,12.133403,-68.27687
BOO,,,Norway,67.27262,14.367839
BOP,,,Central African Republic,6.0,15.666667
BOS,Suffolk,Massachusetts,US,42.36646,-71.02018
BOT,,,Papua New Guinea,-7.233333,141.08333
BOU,,,France,47.15,2.416667
BOV,,,Papua New Guinea,-3.366667,153.33333
BOW,Polk,Florida,US,27.9,-81.833336
BOX,,Northern Territory,Australia,-16.066668,136.28334
BOY,,,Burkina Faso,11.163611,-4.324444
BOZ,,,Central African Republic,6.416667,16.583332
BPB,,,Papua New Guinea,-9.133333,147.53334
BPC,,,Cameroon,5.916667,10.15
BPD,,,Papua New Guinea,-7.75,147.01666
BPE,,,Burma,24.0,96.0
BPG,,,Brazil,-15.85,-52.38333
BPH,,,Philippines,8.196667,126.32111
BPI,Sublette,Wyoming,US,42.533333,-110.11667
BPK,,,Papua New Guinea,-5.529722,141.74973
BPL,,Xinjiang,China,44.904232,82.024185
BPM,,,India,17.449114,78.47183
BPO,,Xinjiang,China,0.0,0.0
BPS,,,Brazil,-16.441158,-39.081097
BPT,Jefferson,Texas,US,29.950832,-94.02
BPU,,,Japan,33.25,131.5
BPX,,Sichuan,China,30.555834,97.10667
BPY,,,Madagascar,-16.75,44.483334
BQA,,,Philippines,15.0,121.083336
BQB,,Western Australia,Australia,-33.716667,115.25
BQE,,,Guinea-Bissau,11.3,-15.85
BQG,,,Russia,52.378334,140.44833
BQH,,Channel Islands,United Kingdom,51.333332,0.033333
BQJ,,,Russia,67.655,134.641667
BQK,Glynn,Georgia,US,31.166668,-81.48333
BQL,,South Australia,Australia,-22.9,139.9
BQN,,Puerto Rico,US,18.495832,-67.13
BQO,,,Cote d'Ivoire,9.266667,-3.0
BQQ,,,Brazil,-11.083333,-43.13333
BQS,,,Russia,50.416668,127.4
BQT,,,Belarus,52.11667,23.883333
BQU,,,Saint Vincent and the Grenadines,12.986667,-61.264168
BQV,Hoonah-Angoon,Alaska,US,58.416668,-135.73334
BQW,,Northern Territory,Australia,-20.183332,127.8
BRA,,,Brazil,-12.073056,-45.00833
BRB,,,Brazil,-2.910626,-57.11111
BRC,,,Argentina,-41.145966,-71.16109
BRD,Crow Wing,Minnesota,US,46.39722,-94.1375
BRE,,,Germany,53.05297,8.785352
BRF,,Isle of Man,United Kingdom,53.8,-1.75
BRH,,,Papua New Guinea,-5.7,145.36667
BRI,,,Italy,41.13388,16.76391
BRJ,,Victoria,Australia,-36.7,146.93333
BRK,,New South Wales,Australia,-30.083332,145.93333
BRL,Des Moines,Iowa,US,40.78611,-91.12334
BRM,,,Venezuela,10.046267,-69.35984
BRN,,,Switzerland,46.911728,7.50356
BRO,Cameron,Texas,US,25.90889,-97.42333
BRP,,,Papua New Guinea,-7.533333,146.7
BRQ,,,Czechia,49.15,16.7
BRR,,,United Kingdom,57.023335,-7.440278
BRS,,Channel Islands,United Kingdom,51.386757,-2.710659
BRT,,Northern Territory,Australia,-11.766667,130.63333
BRU,,,Belgium,50.89717,4.483602
BRV,,,Germany,53.75,8.916667
BRW,North Slope,Alaska,US,71.288574,-156.77579
BRX,,,Dominican Republic,18.216667,-71.11667
BRY,Nelson,Kentucky,US,37.816666,-85.46667
BRZ,,,Italy,8.766667,-7.5
BSA,,,Somalia,11.283333,49.15
BSB,,,Brazil,-15.869807,-47.921486
BSC,,,Colombia,6.183333,-77.4
BSD,,Yunnan,China,25.055182,99.16143
BSE,,,Malaysia,1.8,109.76667
BSF,Honolulu,Hawaii,US,21.383333,-157.75
BSG,,,Equatorial Guinea,1.906667,9.802222
BSH,,Channel Islands,United Kingdom,50.816666,-0.116667
BSI,Westmoreland,Pennsylvania,US,40.45,-79.28333
BSJ,,Victoria,Australia,-37.833332,147.63333
BSK,,,Algeria,34.79333,5.738056
BSL,,,Switzerland,47.59961,7.532604
BSM,,,Iran,36.65,52.35
BSN,,,Central African Republic,6.583333,17.5
BSO,,,Philippines,20.453056,121.977776
BSP,,,Papua New Guinea,-8.333333,141.08333
BSQ,Cochise,Arizona,US,31.36389,-109.88111
BSR,,,Iraq,30.555555,47.79139
BSS,,,Brazil,-7.516667,-46.05
BST,,,Afghanistan,31.55,64.36667
BSU,,,Congo (Kinshasa),1.221667,19.788889
BSV,,,Madagascar,-15.666667,47.066666
BSW,Valdez-Cordova,Alaska,US,60.4,-146.13333
BSX,,,Burma,16.8,94.78333
BSY,,,Somalia,2.35,42.333332
BSZ,Bristol Bay,Alaska,US,58.233612,-157.35028
BTA,,,Cameroon,4.540833,13.7275
BTB,,,Congo (Brazzaville),3.05,18.5
BTC,,,Sri Lanka,7.703333,81.67861
BTD,,Northern Territory,Australia,-18.666668,135.91667
BTE,,,Sierra Leone,7.0,-12.008333
BTF,Davis,Utah,US,40.88333,-111.88333
BTG,,,Central African Republic,7.416667,18.333332
BTH,,,Indonesia,1.123627,104.11528
BTI,North Slope,Alaska,US,70.13472,-143.57834
BTJ,,,Indonesia,5.518021,95.41833
BTK,,,Russia,56.36667,101.816666
BTL,Barry,Michigan,US,42.37278,-85.26481
BTM,Silver Bow,Montana,US,45.95111,-112.49389
BTN,Marlboro,South Carolina,US,34.61667,-79.683334
BTO,,,Suriname,4.25,-55.45
BTP,Butler,Pennsylvania,US,40.85,-79.916664
BTQ,,,Rwanda,-2.6,29.733334
BTR,East Baton Rouge,Louisiana,US,30.532537,-91.156906
BTS,,,Slovakia,48.170017,17.199799
BTT,Yukon-Koyukuk,Alaska,US,66.915276,-151.52638
BTU,,,Malaysia,3.171772,113.04346
BTV,Chittenden,Vermont,US,44.469013,-73.15527
BTW,,,Indonesia,-3.0,116.0
BTX,,South Australia,Australia,-25.7,140.73334
BTY,Inyo,California,US,36.9,-116.76667
BUA,,,Papua New Guinea,-5.422443,154.67288
BUB,Garfield,Nebraska,US,41.783333,-99.13333
BUC,,Northern Territory,Australia,-17.75,139.53334
BUD,,,Hungary,47.433037,19.261621
BUF,Erie,New York,US,42.933826,-78.731804
BUG,,,Angola,-12.606389,13.405556
BUI,,,Indonesia,-2.0,133.58333
BUJ,,,Algeria,35.166668,4.15
BUK,,,Yemen,15.833333,43.766666
BUL,,,Papua New Guinea,-7.189722,146.64778
BUM,Bates,Missouri,US,38.266666,-94.333336
BUN,,,Colombia,3.825,-76.995834
BUO,,,Somalia,9.5225,45.55417
BUP,,,India,30.166668,74.96667
BUQ,,,Zimbabwe,-20.014933,28.622616
BUR,Los Angeles,California,US,34.19619,-118.35411
BUS,,,Georgia,41.610832,41.600555
BUV,,,Uruguay,-30.333332,-57.083332
BUW,,,Indonesia,-5.466667,122.63333
BUX,,,Congo (Kinshasa),1.571667,30.212778
BUY,,Western Australia,Australia,-33.316666,115.63333
BUZ,,,Iran,28.958284,50.825424
BVA,,,France,49.459488,2.110815
BVB,,,Brazil,2.833333,-60.666668
BVC,,,Cabo Verde,16.083332,-22.833332
BVD,Aleutians East,Alaska,US,53.733334,-166.31667
BVE,,,France,45.166668,1.533333
BVG,,,Norway,70.86667,29.0
BVH,,,Brazil,-12.716667,-60.11667
BVI,,South Australia,Australia,-25.898333,139.34334
BVK,,,Bolivia,-13.55,-63.75
BVL,,,Bolivia,-13.583333,-63.583332
BVM,,,Brazil,-15.833333,-38.916668
BVO,Washington,Oklahoma,US,36.7625,-96.01083
BVR,,,Cabo Verde,14.866667,-24.733334
BVS,,,Brazil,-1.666667,-50.466667
BVU,Anchorage,Alaska,US,61.169445,-151.03612
BVV,,,Russia,44.928646,147.61337
BVX,Independence,Arkansas,US,35.766666,-91.65
BVY,Essex,Massachusetts,US,42.55,-70.88333
BVZ,,Northern Territory,Australia,-15.0,124.0
BWA,,,Nepal,27.504168,83.42
BWB,,Western Australia,Australia,-20.783333,115.416664
BWC,Imperial,California,US,32.983334,-115.51667
BWD,Brown,Texas,US,31.794722,-98.956665
BWE,,,Germany,52.266666,10.533333
BWF,,Isle of Man,United Kingdom,54.11667,-3.233333
BWG,Warren,Kentucky,US,36.962223,-86.42222
BWH,,,Malaysia,5.466667,100.3925
BWI,Baltimore City,Maryland,US,39.179527,-76.66894
BWJ,,,Papua New Guinea,-6.4,146.9
BWK,,,Croatia,43.283333,16.683332
BWL,Kay,Oklahoma,US,36.8,-97.28333
BWM,Bowman,North Dakota,US,46.183334,-103.4
BWN,,,Brunei,4.945197,114.93375
BWO,,,Russia,51.86667,47.75
BWP,,,Papua New Guinea,-3.016667,141.15
BWQ,,New South Wales,Australia,-29.95,146.86667
BWT,,Tasmania,Australia,-40.993145,145.72507
BWU,,New South Wales,Australia,-33.916668,151.03334
BWW,,,Cuba,22.62118,-79.14697
BXA,Washington,Louisiana,US,30.933332,-89.88333
BXB,,,Indonesia,-2.55,133.41667
BXC,Middlesex,Massachusetts,US,42.483334,-71.53333
BXD,,,Indonesia,-7.166667,139.5
BXE,,,Senegal,14.841667,-12.467778
BXF,,Northern Territory,Australia,-17.545555,128.30779
BXG,,Victoria,Australia,-36.734722,144.30194
BXH,,,Kazakhstan,46.88333,75.01667
BXI,,,Cote d'Ivoire,8.75,-6.5
BXJ,,,Kazakhstan,43.5,76.95
BXK,Maricopa,Arizona,US,33.36667,-112.583336
BXL,,,Fiji,-16.75,179.0
BXM,,,Indonesia,-4.116667,140.85
BXN,,,Turkey,37.134724,27.667221
BXO,,,Switzerland,46.966667,8.383333
BXP,,,Poland,52.00551,23.14542
BXR,,,Iran,29.080082,58.449356
BXS,San Diego,California,US,33.343334,-116.32778
BXT,,,Indonesia,0.166667,117.5
BXU,,,Philippines,8.947999,125.48123
BXV,,,Iceland,64.76667,-14.0
BXX,,,Somalia,9.966667,43.11667
BXZ,,,Papua New Guinea,-5.716667,147.86667
BYA,Southeast Fairbanks,Alaska,US,64.076385,-141.11444
BYB,,,Oman,25.583332,56.25
BYC,,,Bolivia,-21.95,-63.65
BYD,,,Yemen,14.133333,46.55
BYF,,,France,50.00091,2.65096
BYG,Johnson,Wyoming,US,44.35,-106.7
BYH,Mississippi,Arkansas,US,35.933334,-89.916664
BYI,Cassia,Idaho,US,42.54139,-113.77417
BYJ,,,Portugal,38.0789,-7.9324
BYK,,,Cote d'Ivoire,7.739444,-5.069167
BYL,,,Liberia,7.366667,-10.0
BYM,,,Cuba,20.383333,-76.65
BYN,,,Mongolia,46.1,100.683334
BYO,,,Brazil,-21.229445,-56.456112
BYQ,,,Indonesia,3.583333,117.833336
BYR,,,Denmark,57.27756,11.005083
BYS,San Bernardino,California,US,35.266666,-116.566666
BYT,,,Ireland,51.683334,-9.45
BYU,,,Germany,49.985558,11.64
BYV,,,Sri Lanka,6.927468,79.848358
BYW,San Juan,Washington,US,48.5,-123.0
BYX,,Northern Territory,Australia,-13.2,136.23334
BZA,,,Nicaragua,13.95,-84.6
BZB,,,Mozambique,-21.534721,35.49167
BZC,,,Brazil,-22.769444,-41.964443
BZD,,Victoria,Australia,-34.61667,143.61667
BZE,,,Belize,17.539167,-88.308334
BZF,Shasta,California,US,40.5865396,-122.3916754
BZG,,,Poland,53.09667,17.978611
BZH,,,Zimbabwe,-16.816668,28.35
BZI,,,Turkey,39.61722,27.927778
BZK,,,Russia,53.266666,34.333332
BZL,,,Bangladesh,22.8,90.3
BZM,,,Madagascar,51.466667,4.3
BZN,Gallatin,Montana,US,45.777687,-111.16033
BZO,,,Italy,46.462444,11.330511
BZP,,Northern Territory,Australia,-15.216667,144.63333
BZQ,,,Italy,46.4967153,11.3580048
BZR,,,France,43.324165,3.354444
BZT,Brazoria,Texas,US,29.05,-95.566666
BZU,,,Congo (Kinshasa),2.8,24.733334
BZV,,,Congo (Brazzaville),-4.258899,15.251139
BZY,,,Moldova,47.75,27.933332
BZZ,,Channel Islands,United Kingdom,51.75,-1.587093
CAA,,,Honduras,14.830556,-85.89445
CAB,,,Angola,-5.583333,12.2
CAC,,,Brazil,-24.95,-53.466667
CAD,Wexford,Michigan,US,44.275833,-85.42222
CAE,Lexington,South Carolina,US,33.946907,-81.12501
CAF,,,Brazil,-4.9,-66.916664
CAG,,,Italy,39.254333,9.060673
CAH,,,Vietnam,9.175556,105.17944
CAI,,,Egypt,30.120106,31.40647
CAJ,,,Venezuela,6.25,-62.833332
CAK,Stark,Ohio,US,40.914963,-81.43583
CAL,,,United Kingdom,55.43639,-5.686667
CAM,,,Bolivia,-20.01111,-63.56111
CAN,,Guangdong,China,23.387861,113.29734
CAO,Union,New Mexico,US,36.45,-103.183334
CAP,,,Haiti,19.732779,-72.195
CAQ,,,Colombia,7.6,-75.25
CAR,Aroostook,Maine,US,46.86667,-68.01667
CAS,,,Morocco,33.559723,-7.663056
CAT,,,Bahamas,24.315,-75.45361
CAU,,,Brazil,-8.25,-35.916668
CAV,,,Angola,-11.9,22.866667
CAW,,,Brazil,-21.75,-41.3
CAX,,,United Kingdom,54.93667,-2.809444
CAY,,French Guiana,France,4.816667,-52.36667
CAZ,,Australian Capital Territory,Australia,-31.535,145.79333
CBA,Sitka,Alaska,US,57.716667,-135.2
CBB,,,Bolivia,-17.413954,-66.178894
CBC,,Northern Territory,Australia,-18.916668,125.55
CBD,,,India,9.15,92.816666
CBE,Allegany,Maryland,US,39.614445,-78.76611
CBF,Douglas,Nebraska,US,41.266666,-95.86667
CBG,,Channel Islands,United Kingdom,52.2,0.183333
CBH,,,Algeria,31.647778,-2.259722
CBI,,Tasmania,Australia,-40.333332,148.16667
CBJ,,,Dominican Republic,17.933332,-71.65
CBK,Thomas,Kansas,US,39.4,-101.05
CBL,,,Venezuela,8.128056,-63.5375
CBM,Lowndes,Mississippi,US,33.5,-88.416664
CBN,,,Indonesia,-6.75,108.53333
CBO,,,Philippines,7.161412,124.21464
CBP,,,Portugal,40.2,-8.416667
CBQ,,,Nigeria,4.96889,8.347415
CBR,,Australian Capital Territory,Australia,-35.30735,149.19052
CBS,,,Venezuela,10.383333,-71.416664
CBT,,,Angola,-12.483333,13.483333
CBU,,,Germany,51.77028,14.299167
CBV,,,Guatemala,15.471667,-90.409164
CBW,,,Brazil,-24.001944,-52.356388
CBX,,Australian Capital Territory,Australia,-33.86667,148.25
CBY,,Northern Territory,Australia,-19.478611,140.92612
CBZ,Prince of Wales-Hyder,Alaska,US,55.38333,-132.41667
CCA,Sebastian,Arkansas,US,35.316666,-94.3
CCB,Orange,California,US,34.113888,-117.68889
CCD,Los Angeles,California,US,34.066666,-118.26667
CCE,,St Martin,France,18.05,-63.11667
CCF,,,France,43.216667,2.316667
CCG,Crane,Texas,US,31.4,-102.35
CCH,,,Chile,-46.55,-71.7
CCI,,,Brazil,-27.181389,-52.050556
CCJ,,,India,11.14025,75.950584
CCL,,Queensland,Australia,-26.75,150.63333
CCM,,,Brazil,-28.7,-49.36667
CCN,,,Afghanistan,34.533333,65.26667
CCO,,,Colombia,4.566667,-71.333336
CCP,,,Chile,-36.777122,-73.05944
CCQ,,,Brazil,-12.6,-38.966667
CCR,Contra Costa,California,US,37.988888,-122.05556
CCS,,,Venezuela,10.596942,-67.00551
CCU,,,India,22.64531,88.43931
CCW,,South Australia,Australia,-33.63333,136.83333
CCX,,,Brazil,-16.066668,-57.7
CCY,Floyd,Iowa,US,43.066666,-92.683334
CCZ,,,Bahamas,25.4175,-77.881386
CDA,,Northern Territory,Australia,-12.905278,132.5225
CDB,Aleutians East,Alaska,US,55.20457,-162.71774
CDC,Iron,Utah,US,37.7025,-113.09611
CDD,,,Honduras,15.322222,-83.602776
CDE,,,Panama,8.333333,-77.55
CDG,,,France,49.003197,2.567023
